document,sentiment
"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .",pos
A fifty car pileup of cliches .,neg
I 'd rather watch a rerun of The Powerpuff Girls,neg
Less funny than it should be and less funny than it thinks it is .,neg
The lead actors share no chemistry or engaging charisma .,neg
"A dull , dumb and derivative horror film .",neg
"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",pos
"For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter .",neg
Abysmally pathetic,neg
"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",pos
"An honest , sensitive story from a Vietnamese point of view .",pos
Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,neg
"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .",neg
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",pos
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",pos
Offers a guilt-free trip into feel-good territory .,pos
Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,pos
"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",pos
"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",neg
"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched .",pos
"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",neg
"Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",pos
"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",neg
You can practically hear George Orwell turning over .,neg
-LRB- A -RRB- crushing disappointment .,neg
I had more fun watching Spy than I had with most of the big summer movies .,pos
Refreshing .,pos
"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",pos
Topics that could make a sailor blush - but lots of laughs .,pos
"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .",neg
This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,neg
Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,neg
An ugly-duckling tale so hideously and clumsily told it feels accidental .,neg
"Apparently , romantic comedy with a fresh point of view just does n't figure in the present Hollywood program .",neg
A ragbag of cliches .,neg
Runs on the pure adrenalin of Pacino 's performance .,pos
"It picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",pos
"A dull , inconsistent , dishonest female bonding picture .",neg
"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",pos
Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,neg
"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",neg
"As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .",pos
Beautiful to watch and holds a certain charm .,pos
"As a remake , it 's a pale imitation .",neg
"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",pos
"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop .",pos
A well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .,pos
This is more fascinating -- being real -- than anything seen on Jerry Springer .,pos
"Cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",pos
"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",pos
The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',neg
Move over Bond ; this girl deserves a sequel .,pos
"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",neg
Delight your senses and crash this wedding !,pos
"Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .",pos
"The movie is brilliant , really .",pos
Works as pretty contagious fun .,pos
Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,neg
Cho 's timing is priceless .,pos
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",neg
"Witty , contemplative , and sublimely beautiful .",pos
"It 's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",pos
"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",neg
